term	arousal
loft	-0.244
brisket	-0.244
nutcracker	-0.244
memory	-0.244
handy	-0.244
inhabit	-0.244
lithology	-0.244
take time	-0.244
eve	-0.244
double	-0.244
vault	-0.244
underlie	-0.244
quid	-0.244
including	-0.244
handwriting	-0.244
fatigue	-0.244
misery	-0.244
fielder	-0.244
relative	-0.244
headstone	-0.244
flag	-0.244
simple majority	-0.244
pay for	-0.244
ribbed	-0.244
damper	-0.244
differential	-0.244
polite	-0.244
healer	-0.244
core	-0.244
dictation	-0.244
soy sauce	-0.245
loader	-0.246
miss you	-0.246
graphite	-0.246
olive oil	-0.246
fireside	-0.246
ineligible	-0.246
food stamp	-0.246
whichever	-0.246
near	-0.246
sure hope	-0.246
pass over	-0.246
oxide	-0.246
home page	-0.246
indice	-0.246
fastener	-0.246
typically	-0.246
mole	-0.246
synod	-0.246
tomorrow	-0.246
sensor	-0.246
wash	-0.246
family name	-0.246
soundness	-0.246
rum	-0.246
infrequent	-0.246
refreshed	-0.246
stethoscope	-0.246
paid up	-0.246
pat	-0.246
skip out	-0.246
sheltered	-0.246
polka dot	-0.246
status	-0.246
praisejesus	-0.246
hair care	-0.246
unimproved	-0.246
comfort food	-0.246
public library	-0.246
in short	-0.246
decline in	-0.246
draw out	-0.246
check back	-0.246
agate	-0.246
undersecretary	-0.246
condescension	-0.246
unfeeling	-0.246
landing page	-0.246
little head	-0.246
companion	-0.246
certificate	-0.246
come to	-0.246
couple on	-0.246
quartet	-0.246
fresh food	-0.246
purport	-0.246
disadvantage	-0.246
let off	-0.246
pontoon	-0.246
hold water	-0.246
die down	-0.246
saddest	-0.246
stay off	-0.246
cure	-0.246
free lunch	-0.246
mmm	-0.246
lotus	-0.246
new year	-0.246
transitive	-0.246
fine art	-0.246
per cent	-0.246
reread	-0.246
bowl	-0.246
nah	-0.246
fried chicken	-0.246
listenting	-0.246
respiration	-0.246
owe to	-0.246
freshair	-0.246
conclusion	-0.246
mire	-0.248
unprofitable	-0.248
play date	-0.248
statutory	-0.248
make do	-0.248
blob	-0.248
gateway	-0.248
unaccompanied	-0.248
laid bare	-0.248
look on	-0.248
deer	-0.250
burbank	-0.250
buy food	-0.250
lighthearted	-0.250
chive	-0.250
nonsymmetrical	-0.250
tortellini	-0.250
parkway	-0.250
blank space	-0.250
belief	-0.250
briar	-0.250
embraceable	-0.250
a pair	-0.250
windshield	-0.250
well oiled	-0.250
slobber	-0.250
pilsner	-0.250
psyche	-0.250
chaliced	-0.250
definition	-0.250
hold down	-0.250
metrical	-0.250
sacred	-0.250
taxonomically	-0.250
personal space	-0.250
patchiness	-0.250
fiftieth	-0.250
listener	-0.250
photomicroscope	-0.250
secondary	-0.250
renewably	-0.250
sloop	-0.250
semiserious	-0.250
lacking	-0.250
bumpkin	-0.250
snuffy	-0.250
hide away	-0.250
unclassified	-0.250
reintegration	-0.250
orator	-0.250
fair chance	-0.250
accommodate	-0.250
ascetic	-0.250
micrograph	-0.250
wilted	-0.250
heirloom	-0.250
green beans	-0.250
peaky	-0.250
pedant	-0.250
contents	-0.250
periscope	-0.250
arrowroot	-0.250
unneeded	-0.250
measure	-0.250
envoy	-0.250
whitebeard	-0.250
torque	-0.250
uvula	-0.250
circumflexion	-0.250
clubfoot	-0.250
pictography	-0.250
glassiness	-0.250
preopening	-0.250
paddle	-0.250
alkalize	-0.250
globular	-0.250
dream of	-0.250
drawstring	-0.250
headstock	-0.250
sill	-0.250
poultry	-0.250
skiff	-0.250
location	-0.250
unite	-0.250
footway	-0.250
envelop	-0.250
evangelistic	-0.250
pope	-0.250
that much	-0.250
hoody	-0.250
hank	-0.250
motherland	-0.250
even then	-0.250
impressionably	-0.250
untied	-0.250
see over	-0.250
bloodstone	-0.250
cassock	-0.250
clasp	-0.250
doze off	-0.250
cell	-0.250
meanwhile	-0.250
engraved	-0.250
protectiveness	-0.250
capitol	-0.250
powdered	-0.250
waveband	-0.250
room temperature	-0.250
will not	-0.250
bearable	-0.250
wash up	-0.250
honeypot	-0.250
rainforest	-0.250
shaved	-0.250
beck	-0.250
written word	-0.250
underperformance	-0.250
lag	-0.250
enclosure	-0.250
curve	-0.250
brainstem	-0.250
toby	-0.250
magnanimous	-0.250
that'll do	-0.250
enjoyably	-0.250
old man	-0.250
soap opera	-0.250
consist of	-0.250
icy	-0.250
inter	-0.250
nobody	-0.250
pool table	-0.250
fat person	-0.250
supposable	-0.250
interoffice	-0.250
surface	-0.250
ropey	-0.250
paraphrase	-0.250
largess	-0.250
hold in	-0.250
overskirt	-0.250
some time	-0.250
reception	-0.250
pinkeye	-0.250
sweetmeat	-0.250
sleep around	-0.250
avoidably	-0.250
subconscious	-0.250
backer	-0.250
even as	-0.250
standardization	-0.250
applicableness	-0.250
footbridge	-0.250
elfishness	-0.250
conscience	-0.250
whitehead	-0.250
chai	-0.250
changed	-0.250
woundable	-0.250
unsheltered	-0.250
multistoried	-0.250
cess	-0.250
broadsheet	-0.250
preface	-0.250
hunk	-0.250
porter	-0.250
secondly	-0.250
annulment	-0.250
coffee creamer	-0.250
cutting	-0.250
scrappy	-0.250
feedbox	-0.250
tin foil	-0.250
in hand	-0.250
groundwork	-0.250
kiloliter	-0.250
tax cut	-0.250
the pill	-0.250
showground	-0.250
nuances	-0.250
fond of	-0.250
slice	-0.250
cake	-0.250
warmness	-0.250
deity	-0.250
medicate	-0.250
fitted sheet	-0.250
denominational	-0.250
foreveralone	-0.250
building block	-0.250
playbill	-0.250
admixture	-0.250
dollar store	-0.250
doth	-0.250
abbreviate	-0.250
vert	-0.250
fixer	-0.250
storytelling	-0.250
prosciutto	-0.250
waviness	-0.250
kappa	-0.250
bristle	-0.250
lizard	-0.250
oceanfront	-0.250
toolbar	-0.250
math	-0.250
cathouse	-0.250
unopposed	-0.250
chambermaid	-0.250
bambino	-0.250
simulate	-0.250
wok	-0.250
unplugged	-0.250
cooler	-0.250
recorder	-0.252
live down	-0.252
oodles	-0.252
semaphore	-0.252
regrettable	-0.252
understand	-0.252
geezer	-0.252
medical	-0.254
art history	-0.254
loam	-0.254
asymmetry	-0.254
clad	-0.254
tine	-0.254
chamber	-0.254
visibly	-0.254
means	-0.254
vary	-0.254
caricature	-0.254
hosannah	-0.254
sit tight	-0.254
pancakes	-0.254
candy corn	-0.254
depository	-0.254
leg	-0.254
barren	-0.254
clockwork	-0.254
credentials	-0.254
rack	-0.254
granule	-0.254
folded	-0.254
dragonfly	-0.254
cooker	-0.254
antibiotic	-0.254
saffron	-0.254
masseuse	-0.254
upright	-0.254
chrome	-0.254
bureau	-0.254
buoyancy	-0.254
pygmy	-0.254
under age	-0.254
craftsmanship	-0.254
potty	-0.254
safe place	-0.254
woodshed	-0.254
square foot	-0.254
gritty	-0.254
breathe	-0.254
impractical	-0.254
in that	-0.254
summer	-0.254
character	-0.254
janitorial	-0.254
nearsighted	-0.254
leaned	-0.254
short break	-0.254
plastic bag	-0.254
morphology	-0.254
milestone	-0.254
echo	-0.254
real number	-0.254
sculptured	-0.254
clutches	-0.254
olive branch	-0.254
ingredient	-0.254
respite	-0.254
humidity	-0.254
stay back	-0.254
nullify	-0.254
cheerless	-0.254
contemporaneous	-0.254
ethnography	-0.254
counts	-0.254
all clear	-0.254
doctrinal	-0.254
defer to	-0.254
tangent	-0.254
continent	-0.254
shoe box	-0.254
send off	-0.254
stew	-0.254
chamomile tea	-0.254
moose	-0.254
yoga pants	-0.254
answer	-0.254
alternative	-0.254
no entry	-0.254
essentially	-0.254
quirky	-0.254
striped	-0.254
eye level	-0.254
ever so	-0.254
let	-0.254
ethnic	-0.254
diction	-0.254
buckle	-0.254
rectory	-0.254
lox	-0.254
refrain	-0.254
drawn	-0.254
like new	-0.254
mage	-0.254
joking aside	-0.254
on time	-0.254
passive voice	-0.254
afar	-0.254
white meat	-0.254
typewriter	-0.254
shrunken	-0.254
shadowy	-0.254
told	-0.254
venetian	-0.254
coinciding	-0.254
earnestness	-0.254
nascent	-0.254
aloft	-0.254
adornment	-0.254
pix	-0.254
addition	-0.254
ripen	-0.254
disengagement	-0.254
tonsils	-0.254
thicket	-0.254
vein	-0.254
bylaw	-0.254
breathing room	-0.254
stay up	-0.254
so called	-0.254
barefoot	-0.254
early	-0.254
rest assured	-0.254
lore	-0.254
runway	-0.254
discoloration	-0.254
tee	-0.254
cause	-0.254
deficiency	-0.254
comprise	-0.254
shield	-0.254
wee hours	-0.254
foliage	-0.254
bouttime	-0.254
paddle boat	-0.254
swimsuit	-0.254
ornament	-0.254
care package	-0.254
malt	-0.254
clean slate	-0.254
lack of	-0.254
handyman	-0.254
soapy	-0.254
natural gas	-0.255
short story	-0.255
on end	-0.256
par	-0.256
two fingers	-0.256
motel	-0.256
now that	-0.256
desk job	-0.256
resistant to	-0.256
balsamic vinegar	-0.256
flip phone	-0.256
tuition	-0.256
skein	-0.256
backwards	-0.256
childlike	-0.256
in relief	-0.258
buy off	-0.258
be sure	-0.258
before	-0.258
give back	-0.258
no more	-0.258
snow cone	-0.258
lame duck	-0.258
good evening	-0.258
water bottle	-0.258
chicken soup	-0.258
bathroom sink	-0.258
dashboard	-0.258
sounds good	-0.258
bottle up	-0.258
drop box	-0.258
almost	-0.258
other than	-0.258
base in	-0.258
meant	-0.258
sick pay	-0.258
tend to	-0.258
frat	-0.258
log	-0.258
sure enough	-0.258
proper name	-0.258
ate	-0.258
in advance	-0.258
who knows	-0.258
doorman	-0.258
curb	-0.258
achiness	-0.259
gumdrop	-0.259
hopefulness	-0.259
postoperative	-0.259
appreciatory	-0.259
breathable	-0.259
well	-0.259
sanguinity	-0.259
bagged	-0.259
effable	-0.259
sleekly	-0.259
liberality	-0.259
dilatable	-0.259
grandbaby	-0.259
mountainously	-0.259
abnormity	-0.259
adoptable	-0.259
stigmatic	-0.259
succor	-0.259
reprobation	-0.259
conformer	-0.259
curatively	-0.259
scummy	-0.259
inauthentic	-0.259
swathe	-0.259
unrighteousness	-0.259
barbie doll	-0.259
tartness	-0.259
heedful	-0.259
validness	-0.259
approachability	-0.259
creasy	-0.259
paradigmatically	-0.259
exhalation	-0.259
ecologist	-0.259
solicitousness	-0.259
blameworthy	-0.259
bountifully	-0.259
conservatoire	-0.259
egalitarian	-0.259
weakness	-0.260
beta	-0.260
orb	-0.260
garb	-0.260
cartilage	-0.260
slime	-0.260
solemn	-0.260
depletion	-0.260
darling	-0.260
hotel	-0.260
nonce	-0.260
incomplete	-0.260
hold dear	-0.260
vinegar	-0.260
one time	-0.260
recumbent	-0.260
proportionate	-0.260
archipelago	-0.260
coastal	-0.260
of age	-0.260
halo	-0.260
lateral	-0.260
spring	-0.260
cutaneous	-0.260
dugout	-0.260
wear	-0.260
coffee break	-0.260
dib	-0.260
chloroform	-0.260
not positive	-0.260
pinot	-0.260
soak	-0.260
pimple	-0.260
zoom out	-0.260
left	-0.260
hundred	-0.260
if ever	-0.260
sub	-0.260
care	-0.260
what for	-0.260
permanence	-0.260
rookie	-0.260
addendum	-0.260
impeccable	-0.260
hypothesis	-0.260
pretty clear	-0.260
consult	-0.260
traceable	-0.260
nanny	-0.260
shortcoming	-0.260
caper	-0.260
antiseptic	-0.260
humane	-0.260
corny	-0.260
comply	-0.260
uninformed	-0.260
snazzy	-0.260
thickness	-0.260
guardianship	-0.260
foyer	-0.260
acknowledge	-0.260
boron	-0.260
moorland	-0.260
quaternary	-0.260
unprofessional	-0.260
information	-0.260
fed	-0.260
completely	-0.260
pho	-0.260
bottom	-0.260
obesity	-0.260
gravel	-0.260
chutney	-0.260
fasting	-0.260
elevator music	-0.260
decorate	-0.260
bias	-0.260
audible	-0.260
ocular	-0.260
fringed	-0.260
rental	-0.260
spirit	-0.260
slug	-0.260
chaplain	-0.260
afield	-0.260
syllabus	-0.260
enlist	-0.260
porous	-0.260
etymology	-0.260
prim	-0.260
tin	-0.260
genealogy	-0.260
combined	-0.260
southbound	-0.260
microscopically	-0.260
self	-0.260
overall	-0.260
feudal	-0.260
vacuolar	-0.260
antiques	-0.260
deliver	-0.260
duration	-0.260
bimbo	-0.260
pliable	-0.260
demos	-0.260
listneing	-0.260
believe	-0.260
tap	-0.260
doornail	-0.260
social	-0.260
vicar	-0.260
wrinkle	-0.260
stubby	-0.260
bone	-0.260
hummingbird	-0.260
past it	-0.260
miso soup	-0.262
long ago	-0.262
sundry	-0.262
low-hanging fruit	-0.262
peace sign	-0.262
park bench	-0.262
ice box	-0.262
fair deal	-0.262
no joy	-0.262
be like	-0.262
inner child	-0.262
long sleeve	-0.262
audio book	-0.262
false sense	-0.262
soap box	-0.262
brick in	-0.262
conservatism	-0.262
common name	-0.262
past tense	-0.262
tie in	-0.262
venerable	-0.262
cookie dough	-0.262
dine in	-0.262
essence	-0.262
cannot	-0.262
sleep with	-0.262
starlight	-0.264
ice age	-0.264
fifty	-0.264
county	-0.264
finality	-0.264
old person	-0.264
calcareous	-0.264
wallaby	-0.264
indie	-0.264
zip	-0.264
a bit	-0.264
encircling	-0.264
plating	-0.264
pendulum	-0.264
potato chips	-0.264
appropriate	-0.264
truck	-0.264
dissipate	-0.264
narrow	-0.264
opus	-0.264
lemon drop	-0.264
credibility	-0.264
anointed	-0.264
fax	-0.264
inadvertent	-0.264
good	-0.264
fair use	-0.264
case of	-0.264
withdrawn	-0.264
quince	-0.264
hundredth	-0.264
consider	-0.264
double chin	-0.264
ladle	-0.264
wrapping	-0.264
white flag	-0.264
conic	-0.264
home office	-0.264
silliness	-0.264
determine	-0.264
pig	-0.264
intermediate	-0.264
negro	-0.264
brackish	-0.264
cookery	-0.264
dayoff	-0.264
fallow	-0.264
citrus	-0.264
introductory	-0.264
cheese sauce	-0.264
artwork	-0.264
partially	-0.264
alumnus	-0.264
unfit	-0.264
schoolmaster	-0.264
shallows	-0.264
apostrophe	-0.264
overnight	-0.264
thin line	-0.264
tortilla chips	-0.264
please	-0.264
unfinished	-0.264
spinster	-0.264
nexus	-0.264
sweatshirt	-0.264
episode	-0.266
gut	-0.266
hemisphere	-0.266
abbey	-0.266
cent	-0.266
freezing	-0.266
story line	-0.266
puff	-0.266
per diem	-0.266
visa	-0.266
mod	-0.266
bearing	-0.266
councilman	-0.266
shutdown	-0.266
paralyze	-0.266
slow burn	-0.266
curvature	-0.266
nod	-0.266
seminary	-0.266
excerpt	-0.266
blurred	-0.266
sparse	-0.266
anthropology	-0.266
donkey	-0.266
green bin	-0.266
funnel cake	-0.266
taillight	-0.266
station	-0.266
bathroom break	-0.266
etch	-0.266
dim sum	-0.266
musty	-0.266
causal	-0.266
guy	-0.266
be along	-0.266
sad day	-0.266
wiring	-0.266
sufficiently	-0.266
oak tree	-0.266
brooding	-0.266
hypothetical	-0.266
climatology	-0.266
single parent	-0.266
carbon copy	-0.266
untold	-0.266
hydrate	-0.266
be sick	-0.266
library card	-0.266
onion	-0.266
verified	-0.266
stuff	-0.266
cool thing	-0.266
elaborate	-0.266
touch of	-0.266
gasket	-0.266
elan	-0.266
village	-0.266
warranted	-0.266
forty	-0.266
minnow	-0.266
daisy	-0.266
tuna fish	-0.266
insomniac	-0.266
details	-0.266
rarely	-0.266
feel sorry	-0.266
yah	-0.266
in form	-0.266
bridle	-0.266
baseline	-0.266
backward	-0.266
uncritical	-0.266
lined	-0.266
limo	-0.266
sewer	-0.266
sign off	-0.266
water bill	-0.266
tire of	-0.266
analogy	-0.266
airshaft	-0.267
semiweekly	-0.267
inadequately	-0.267
moralism	-0.267
sick day	-0.268
ingress	-0.268
in line	-0.268
group home	-0.268
back office	-0.268
fascia	-0.268
scaffolding	-0.268
last supper	-0.268
that is	-0.268
down with	-0.268
amends	-0.268
painter	-0.268
common people	-0.268
genome	-0.268
penultimate	-0.268
calf	-0.268
weedy	-0.268
candy canes	-0.268
wheelbarrow	-0.268
short time	-0.268
elsewhere	-0.268
wherewithal	-0.268
consolidated	-0.268
crayons	-0.268
representative	-0.268
anywhere	-0.268
in agreement	-0.270
jumpsuit	-0.270
courtyard	-0.270
tabloid	-0.270
dependency	-0.270
outline	-0.270
underlay	-0.270
trine	-0.270
bergamot	-0.270
degree	-0.270
leftout	-0.270
invariably	-0.270
mention	-0.270
ending	-0.270
tern	-0.270
contemporary	-0.270
theistic	-0.270
slob	-0.270
nail set	-0.270
stockings	-0.270
reduced	-0.270
indigo	-0.270
skewer	-0.270
probability	-0.270
factor	-0.270
cuisine	-0.270
lack	-0.270
gulf	-0.270
drop off	-0.270
capillary	-0.270
podium	-0.270
barb	-0.270
trait	-0.270
piggy	-0.270
patronizing	-0.270
infusion	-0.270
son	-0.270
yon	-0.270
being that	-0.270
national	-0.270
overhear	-0.270
focal	-0.270
counselor	-0.270
hybrid	-0.270
silo	-0.270
silverware	-0.270
atrium	-0.270
suggestion	-0.270
attendant	-0.270
columnist	-0.270
legislative	-0.270
breve	-0.270
mike	-0.270
balance out	-0.270
homogeneity	-0.270
put in	-0.270
tummy	-0.270
thereabouts	-0.270
broad	-0.270
recent	-0.270
pituitary	-0.270
anhydrous	-0.270
unspecified	-0.270
separately	-0.270
tux	-0.270
accustomed	-0.270
temporarily	-0.270
shawl	-0.270
aged	-0.270
loveless	-0.270
suds	-0.270
comprehend	-0.270
commoner	-0.270
like water	-0.270
litany	-0.270
cereal box	-0.270
food bank	-0.270
related	-0.270
modulation	-0.270
surety	-0.270
mail order	-0.270
bay	-0.270
reality	-0.270
baby	-0.270
ghost town	-0.270
spacious	-0.270
sanctimonious	-0.270
unverified	-0.270
discretionary	-0.270
familiarize	-0.270
remain	-0.270
warehouse	-0.270
click	-0.270
rollers	-0.270
seriousness	-0.270
adaptation	-0.270
stow	-0.270
reasoning	-0.270
font size	-0.272
no problem	-0.272
flavour	-0.272
in general	-0.272
swab	-0.272
washroom	-0.272
portion	-0.272
mongoloid	-0.272
like it	-0.272
mice	-0.272
social insurance	-0.272
used to	-0.272
middle ground	-0.272
the same	-0.272
set back	-0.272
stick	-0.272
don't worry	-0.272
align	-0.272
ditch	-0.272
bozo	-0.272
tunable	-0.272
sit around	-0.272
jelly beans	-0.272
mail box	-0.272
coffee pot	-0.272
nail polish	-0.272
lobe	-0.272
porterhouse	-0.272
space out	-0.272
below average	-0.272
no offense	-0.272
sidebar	-0.272
lingo	-0.272
cleanliness	-0.274
attenuation	-0.274
bolt	-0.274
scallop	-0.274
pasty	-0.274
mash	-0.274
barrow	-0.274
requisite	-0.274
panache	-0.274
lop	-0.274
behave	-0.274
groceries	-0.274
fits	-0.274
insight	-0.274
hob	-0.274
neophyte	-0.274
limit to	-0.274
chess	-0.274
ensue	-0.274
balding	-0.274
neutralize	-0.274
kidney	-0.274
freshen	-0.274
conformity	-0.274
fluvial	-0.274
long since	-0.274
snow	-0.274
imtryingtosleep	-0.274
oldie	-0.274
meshes	-0.274
observer	-0.274
caramel	-0.274
pristine	-0.274
thank heavens	-0.274
material	-0.274
alternate	-0.274
white dress	-0.274
brunch	-0.274
brachial	-0.274
staunch	-0.274
pontiff	-0.274
sherbet	-0.274
odor	-0.274
parallelism	-0.274
hairpin	-0.274
distinguishing	-0.274
stealthy	-0.274
legitimate	-0.274
quadrature	-0.274
bagel	-0.274
fatherly	-0.274
lining	-0.274
utilitarian	-0.274
blow over	-0.274
reserves	-0.274
the former	-0.274
stays	-0.274
numbering	-0.274
poor thing	-0.274
lowering	-0.274
primer	-0.274
fondue	-0.274
hardwood	-0.274
simile	-0.274
for one	-0.274
bookkeeper	-0.274
person	-0.274
twin	-0.274
write out	-0.274
whoever	-0.274
fetch	-0.274
cagey	-0.274
westbound	-0.274
robin	-0.274
cymbal	-0.274
colloquial	-0.274
spoken	-0.274
excel	-0.274
attach	-0.274
condescending	-0.274
denomination	-0.274
understandable	-0.274
acres	-0.274
farmland	-0.274
diplomatic	-0.274
concealed	-0.274
contrite	-0.274
bellboy	-0.274
bale	-0.274
primate	-0.274
dorm room	-0.274
emerald	-0.274
cam	-0.274
unquote	-0.274
ultimo	-0.274
nadir	-0.274
beak	-0.274
baggage	-0.274
hemi	-0.274
litter box	-0.274
frayed	-0.274
tubing	-0.274
theological	-0.274
valve	-0.274
sorry	-0.276
soft drinks	-0.276
fish bowl	-0.276
taxi	-0.276
forgot	-0.276
apple sauce	-0.276
rabbi	-0.276
jazz	-0.276
salamander	-0.276
coz	-0.276
aftertaste	-0.276
at last	-0.276
clam chowder	-0.276
free press	-0.276
ledger	-0.276
met	-0.276
lin	-0.276
gray area	-0.276
pheasant	-0.276
ginger ale	-0.276
spare time	-0.276
a must	-0.276
old money	-0.276
at fault	-0.276
on to	-0.276
til now	-0.276
can tell	-0.276
easier	-0.276
adviser	-0.276
terms	-0.276
the latter	-0.276
hah	-0.276
cup holder	-0.276
tuck in	-0.276
inhabited	-0.278
urine	-0.278
fatty	-0.278
unidentified	-0.278
visage	-0.278
housewife	-0.278
short of	-0.278
digression	-0.278
is it	-0.278
notch	-0.278
squatter	-0.278
materials	-0.278
manageable	-0.278
lettered	-0.278
molded	-0.278
know	-0.278
pinion	-0.278
pineapple juice	-0.278
short cut	-0.278
countrywide	-0.278
unanswered	-0.278
blessings	-0.278
tripe	-0.278
paper clip	-0.278
bog	-0.278
phi	-0.278
study	-0.278
for ages	-0.278
tubular	-0.278
drenched	-0.278
stalwartness	-0.278
succulence	-0.278
practicability	-0.278
shrimp	-0.278
undisclosed	-0.278
according to	-0.278
isomorphism	-0.278
bank holiday	-0.278
foreseen	-0.278
campground	-0.278
mulch	-0.278
cater to	-0.278
employee	-0.278
luck out	-0.278
brother	-0.278
dipper	-0.278
char	-0.278
synchronize	-0.278
first person	-0.278
ballot	-0.278
ginseng	-0.280
radium	-0.280
ha ha	-0.280
polo	-0.280
draft	-0.280
security	-0.280
wafer	-0.280
oddball	-0.280
knob	-0.280
if only	-0.280
unhand	-0.280
mixture	-0.280
decrease	-0.280
pithy	-0.280
thanks to	-0.280
daydreaming	-0.280
listen	-0.280
carbon	-0.280
conversant	-0.280
fund	-0.280
salutary	-0.280
birthday cake	-0.280
usage	-0.280
assortment	-0.280
clef	-0.280
friendless	-0.280
muse	-0.280
by yourself	-0.280
redirect	-0.280
hyacinth	-0.280
identity	-0.280
horoscope	-0.280
grade	-0.280
cervix	-0.280
domesticated	-0.280
rye bread	-0.280
saddled with	-0.280
payroll	-0.280
art	-0.280
green room	-0.280
avenue	-0.280
rubber stamp	-0.280
endorsement	-0.280
generality	-0.280
collocation	-0.280
seminar	-0.280
introspective	-0.280
intermission	-0.280
fractional	-0.280
accurate	-0.280
erasure	-0.280
guru	-0.280
cavern	-0.280
casserole	-0.280
kneecap	-0.280
herewith	-0.280
weakest link	-0.280
pedestrian	-0.280
windpipe	-0.280
ambient	-0.280
calculus	-0.280
dorsal	-0.280
rubbers	-0.280
level out	-0.280
conditioner	-0.280
turn in	-0.280
fawn	-0.280
protector	-0.280
allowed	-0.280
second cousin	-0.280
rendition	-0.280
togetherness	-0.280
celestial	-0.280
peek	-0.280
thermal	-0.280
lightness	-0.280
retardation	-0.280
off limits	-0.280
receptor	-0.280
goggles	-0.280
anymore	-0.280
tonic	-0.280
paw	-0.280
smut	-0.280
feta cheese	-0.280
payphone	-0.280
methodical	-0.280
chine	-0.280
solubility	-0.280
humanity	-0.280
rawhide	-0.280
salami	-0.280
can	-0.280
tincture	-0.280
aviary	-0.280
statistician	-0.280
old school	-0.280
pooch	-0.280
halt	-0.280
eggnog	-0.280
dill	-0.280
esthetic	-0.280
newer	-0.280
memento	-0.280
stop at	-0.282
off brand	-0.282
baby shoes	-0.282
piggy bank	-0.282
late summer	-0.282
stile	-0.282
plat	-0.282
weakest	-0.282
lose sleep	-0.282
me neither	-0.282
several	-0.282
tootsie roll	-0.282
feeling good	-0.282
old folks	-0.282
steak	-0.282
shortcake	-0.282
true to	-0.282
hawaiian shirt	-0.282
it	-0.282
in private	-0.284
mamma	-0.284
wrapper	-0.284
ellipsis	-0.284
micrometer	-0.284
use	-0.284
golf	-0.284
bunch	-0.284
desist	-0.284
consensus	-0.284
away	-0.284
whispered	-0.284
concordance	-0.284
baron	-0.284
sick time	-0.284
dermatologist	-0.284
aforesaid	-0.284
zone out	-0.284
precise	-0.284
rightful	-0.284
marsh	-0.284
tyre	-0.284
late	-0.284
flabby	-0.284
kilo	-0.284
refer	-0.284
emu	-0.284
archaeology	-0.284
buckled	-0.284
squirrel	-0.284
snowed in	-0.284
sup	-0.284
microchip	-0.284
tailed	-0.284
ukulele	-0.284
fallback	-0.284
betty	-0.284
vapor	-0.284
lovable	-0.284
certain	-0.284
crippled	-0.284
perennial	-0.284
viewer	-0.284
sustain	-0.284
aka	-0.284
coldly	-0.284
settle down	-0.284
fodder	-0.284
poor	-0.284
back room	-0.284
a peach	-0.284
out cold	-0.284
spire	-0.284
daybreak	-0.284
embroidery	-0.284
good afternoon	-0.284
timidity	-0.284
sorghum	-0.284
manor	-0.284
some place	-0.284
substructure	-0.284
nul	-0.284
acquainted	-0.284
unnecessary	-0.284
maroon	-0.284
keyhole	-0.284
fold up	-0.284
subset	-0.284
insulate	-0.284
marked	-0.284
department	-0.284
homily	-0.284
chillin	-0.284
anew	-0.284
head down	-0.284
decayed	-0.284
kiddie pool	-0.284
frank	-0.284
clear message	-0.284
cardinal	-0.284
keep in	-0.284
poc	-0.284
goodhearted	-0.286
unbelievably	-0.286
chickpea	-0.286
interface	-0.286
weighable	-0.286
whetstone	-0.286
tenets	-0.286
wherefore	-0.286
loo	-0.286
passe	-0.286
background	-0.286
unalike	-0.286
gob	-0.286
diminish	-0.286
breadless	-0.286
coffeehouse	-0.286
rein	-0.286
rest with	-0.286
unconscionably	-0.286
accessary	-0.286
fragrance	-0.286
baroque	-0.286
spelling	-0.286
nice guy	-0.286
botchy	-0.286
oaf	-0.286
pinkness	-0.286
white elephant	-0.286
parent	-0.286
babyface	-0.286
longhouse	-0.286
blotchy	-0.286
adoptability	-0.286
communion	-0.286
friendliness	-0.286
symbiotically	-0.286
overtired	-0.286
beet	-0.286
copperplate	-0.286
quarter to	-0.286
headphones	-0.286
bespeak	-0.286
goodday	-0.286
timeline	-0.286
whole	-0.286
fruits	-0.286
carnation	-0.286
snooze	-0.286
mineshaft	-0.286
as follows	-0.286
multivolume	-0.286
understandably	-0.286
coca cola	-0.286
dreamscape	-0.286
niceness	-0.286
backstitch	-0.286
peg	-0.286
topography	-0.286
devout	-0.286
diagram	-0.286
environmentalism	-0.286
amphibian	-0.286
defenseless	-0.286
dontunderstand	-0.286
curio	-0.286
elder care	-0.286
flavorful	-0.286
resolved	-0.286
agriculture	-0.286
humidly	-0.286
equilibrator	-0.286
canned	-0.286
localness	-0.286
glance	-0.286
remainder	-0.286
schematically	-0.286
minutia	-0.286
resource	-0.286
appraisable	-0.286
digestible	-0.286
hopeful	-0.286
orthogenetic	-0.286
tablature	-0.286
completed	-0.286
ham sandwich	-0.286
pastel	-0.286
fortuned	-0.286
ruminant	-0.286
mugshot	-0.286
refrigerate	-0.286
quencher	-0.286
spout	-0.286
inclemently	-0.286
bed bugs	-0.286
wineglass	-0.286
cerebrospinal	-0.286
um	-0.286
dependable	-0.286
batch	-0.286
maestro	-0.286
residency	-0.286
scabbed	-0.286
recoverability	-0.286
historical	-0.286
artlessly	-0.286
storyteller	-0.286
spatially	-0.286
capableness	-0.286
flypaper	-0.286
parable	-0.286
disconnects	-0.286
bird	-0.286
rusted	-0.286
refractory	-0.286
watercourse	-0.286
creole	-0.286
dehumanization	-0.286
feel for	-0.286
above	-0.286
accent	-0.286
hazelnut	-0.286
unitarian	-0.286
hand out	-0.286
deprave	-0.286
stocking	-0.287
impersonal	-0.288
fallout	-0.288
central	-0.288
canvass	-0.288
beetle	-0.288
dude	-0.288
password	-0.288
medium	-0.288
wait on	-0.288
server	-0.288
only child	-0.288
haiku	-0.288
